,Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link,District
289,Ginger Man,63,780,4.5,Average,"['Irish', 'Bar', 'Pub']","40 Fenian Street, Dublin Ireland",53.3418488,-6.2495572,+353 1 676 6388,/Restaurant_Review-g186605-d696230-Reviews-Ginger_Man-Dublin_County_Dublin.html,2
290,Amuse Restaurant,64,337,4.5,Expensive,"['European', 'Vegetarian Friendly', 'Gluten Free Options']","22 Dawson Street, Dublin 2 Ireland",53.3397209,-6.258549,+353 1 639 4889,/Restaurant_Review-g186605-d6845328-Reviews-Amuse_Restaurant-Dublin_County_Dublin.html,2
291,Eatokyo Noodles and Sushi Bar,67,323,4.5,Average,"['Japanese', 'Sushi', 'Asian']","51 Wellington Quay Temple Bar, Dublin D02 Ireland",53.3460087,-6.262605,+353 1 534 8576,/Restaurant_Review-g186605-d10301565-Reviews-Eatokyo_Noodles_and_Sushi_Bar-Dublin_County_Dublin.html,2
292,The Old Storehouse Bar & Restaurant,68,4332,4.5,Average,"['Irish', 'Bar', 'European']","The Old Storehouse Bar & Restaurant 3 Crown Alley 3 Crown Alley Temple Bar, Dublin D02 CX67 Ireland",53.345176,-6.262646,+353 1 607 4003,/Restaurant_Review-g186605-d2338313-Reviews-The_Old_Storehouse_Bar_Restaurant-Dublin_County_Dublin.html,2
293,Platform 61,69,433,4.5,Average,"['Irish', 'European', 'Healthy']","27 South William Street Basement, Dublin D2 Ireland",53.3416209,-6.2632029,+353 1 558 3932,/Restaurant_Review-g186605-d8626951-Reviews-Platform_61-Dublin_County_Dublin.html,2
294,IL VICOLETTO,70,1744,4.5,Average,"['Italian', 'Steakhouse', 'Seafood']","Temple Bar 5 Crow Street Beside the Foggy Dew Pub Back Entrance, Dublin Dublin 2 Ireland",53.3446082,-6.2637108,+353 1 670 8633,/Restaurant_Review-g186605-d1485765-Reviews-IL_VICOLETTO-Dublin_County_Dublin.html,2
295,Fish Shack Cafe,74,1414,4.5,Average,"['Irish', 'Seafood', 'European']","13 Parliament Street Temple Bar, Dublin DUBLIN 2 Ireland",53.344751,-6.2673553,+353 1 544 0700,/Restaurant_Review-g186605-d10093910-Reviews-Fish_Shack_Cafe-Dublin_County_Dublin.html,2
296,La Maison,75,845,4.5,Average,"['French', 'Irish', 'European']","15 Castlemarket Street, Dublin D2 Ireland",53.3422995150196,-6.26285652001559,+353 1 672 7258,/Restaurant_Review-g186605-d1511879-Reviews-La_Maison-Dublin_County_Dublin.html,2
297,F.X. Buckley Pembroke St,77,1131,4.5,Average,"['Steakhouse', 'Irish', 'European']","1A Lower Pembroke Street Off Baggot Street Lower, Dublin 2 Ireland",53.3373029,-6.2519527,+353 1 676 4606,/Restaurant_Review-g186605-d1542382-Reviews-F_X_Buckley_Pembroke_St-Dublin_County_Dublin.html,2
298,Delahunt,88,411,4.5,Average,"['Irish', 'Vegetarian Friendly', 'Vegan Options']","39 Lower Camden Street, Dublin Ireland",53.3342679560308,-6.26520928862733,+353 1 598 4880,/Restaurant_Review-g186605-d7292134-Reviews-Delahunt-Dublin_County_Dublin.html,2
299,Matt The Thresher,93,2523,4.5,Average,"['Irish', 'Seafood', 'European']","32 Pembroke Street Lower, Dublin Ireland",53.3370498724294,-6.25177301994876,+353 1 676 2980,/Restaurant_Review-g186605-d2259146-Reviews-Matt_The_Thresher-Dublin_County_Dublin.html,2
300,Bad Bobs Temple Bar,94,1727,4.5,Average,"['Bar', 'Grill', 'Pub']","35-37 Essex Street East Temple Bar, Dublin D02 Y891 Ireland",53.3450328,-6.2659898,+353 1 677 8860,/Restaurant_Review-g186605-d4260395-Reviews-Bad_Bobs_Temple_Bar-Dublin_County_Dublin.html,2
301,The Boxty House,95,6164,4.5,Average,"['Irish', 'Bar', 'Seafood']","20-21 Temple Bar Temple Bar, Dublin D2 Ireland",53.3456572429258,-6.26208109721426,+353 1 677 2762,/Restaurant_Review-g186605-d696229-Reviews-The_Boxty_House-Dublin_County_Dublin.html,2
302,The Lotts Cafe Bar,97,1794,4.5,Average,"['Steakhouse', 'Irish', 'Bar']","9 Lower Liffey Street, Dublin 1 Beside the Halpenny Bridge, Dublin Dublin 1 Ireland",53.3463031,-6.2630847,+353 1 872 7669,/Restaurant_Review-g186605-d3418532-Reviews-The_Lotts_Cafe_Bar-Dublin_County_Dublin.html,2
303,The Bank on College Green,98,3221,4.5,Average,"['Irish', 'Bar', 'European']","20-22 College Green, Dublin Dublin 2 Ireland",53.34405835,-6.26156145397853,+353 1 677 0677,/Restaurant_Review-g186605-d1123767-Reviews-The_Bank_on_College_Green-Dublin_County_Dublin.html,2
304,Cirillo's,99,293,4.5,Average,"['Italian', 'Pizza', 'European']","140 Baggot Street Lower, Dublin 2 Ireland",53.3378655307165,-6.25251905869818,+353 1 676 6848,/Restaurant_Review-g186605-d10146980-Reviews-Cirillo_s-Dublin_County_Dublin.html,2
305,The Greenhouse,100,630,4.5,Expensive,"['European', 'Vegetarian Friendly', 'Gluten Free Options']","Dawson Street, Dublin Ireland",53.3400959838658,-6.25851791817098,+353 1 676 7015,/Restaurant_Review-g186605-d2713123-Reviews-The_Greenhouse-Dublin_County_Dublin.html,2
306,Boeuf,101,328,4.5,Average,"['French', 'Steakhouse', 'Grill']","63 South William Street, Dublin D02 CX86 Ireland",53.342825,-6.262142,+353 1 677 1546,/Restaurant_Review-g186605-d12999963-Reviews-Boeuf-Dublin_County_Dublin.html,2
307,Doheny & Nesbitt,102,554,4.5,Average,"['Irish', 'Bar', 'European']","5 Baggot Street Lower, Dublin Ireland",53.33807545,-6.25284180168642,+353 1 676 2945,/Restaurant_Review-g186605-d696209-Reviews-Doheny_Nesbitt-Dublin_County_Dublin.html,2
308,Bison Bar and BBQ,104,579,4.5,Average,"['Bar', 'Barbecue', 'Pub']","11 Wellington Quay, Dublin D02 XY28 Ireland",53.3453796,-6.2662828,+353 1 533 7561,/Restaurant_Review-g186605-d4153809-Reviews-Bison_Bar_and_BBQ-Dublin_County_Dublin.html,2
309,O'Flaherty's Pub,105,368,4.5,Average,"['Irish', 'Bar', 'European']","3 Crown Alley Old Storehouse Bar & Restaurant, Dublin D02 CX67 Ireland",53.345176,-6.262646,+353 1 607 4003,/Restaurant_Review-g186605-d6419935-Reviews-O_Flaherty_s_Pub-Dublin_County_Dublin.html,2
310,Stag's Head,109,456,4.5,Average,"['Irish', 'Bar', 'European']","1 Dame Ct., Dublin Dublin 2 Ireland",53.3438227,-6.26357456749049,+353 1 679 3687,/Restaurant_Review-g186605-d716003-Reviews-Stag_s_Head-Dublin_County_Dublin.html,2
311,Monty's of Kathmandu,112,719,4.5,Average,"['Indian', 'Asian', 'Nepalese']","Eustace Street, Dublin 2 Ireland",53.3449029,-6.2648825,+353 1 670 4911,/Restaurant_Review-g186605-d811282-Reviews-Monty_s_of_Kathmandu-Dublin_County_Dublin.html,2
312,The Shelbourne Hotel,113,381,4.5,Expensive,"['Irish', 'European', 'Vegetarian Friendly']","27 St Stephen's Green Adjacent to Merrion Row, Dublin Ireland",53.33911015,-6.25620186774487,+353 1 663 4500,/Restaurant_Review-g186605-d7891010-Reviews-The_Shelbourne_Hotel-Dublin_County_Dublin.html,2
313,Millstone Restaurant,117,1103,4.5,Average,"['Steakhouse', 'Irish', 'Seafood']","39 Dame Street, Dublin Dublin 2 Ireland",53.3442833057829,-6.26269467024316,+353 1 679 9931,/Restaurant_Review-g186605-d781484-Reviews-Millstone_Restaurant-Dublin_County_Dublin.html,2
314,The Unicorn,118,342,4.5,Average,"['Italian', 'Steakhouse', 'Seafood']","Merrion Court 12B Merrion Row Merrion Row, Dublin D02 DA52 Ireland",53.3382260216666,-6.25481132664767,+353 1 662 4757,/Restaurant_Review-g186605-d716031-Reviews-The_Unicorn-Dublin_County_Dublin.html,2
315,Hugo's,120,965,4.5,Average,"['Irish', 'International', 'Vegetarian Friendly']","6 Merrion Row, Dublin D02 T657 Ireland",53.3383909007407,-6.25444435511003,+353 1 676 5955,/Restaurant_Review-g186605-d1026131-Reviews-Hugo_s-Dublin_County_Dublin.html,2
316,Pichet,122,1351,4.5,Average,"['French', 'Irish', 'European']","14-15 Trinity Street City Centre South, Dublin D2 Ireland",53.3438844776448,-6.26217595696107,+353 1 677 1060,/Restaurant_Review-g186605-d1529944-Reviews-Pichet-Dublin_County_Dublin.html,2
317,J W Sweetman Craft Brewery,124,1061,4.5,Average,"['Irish', 'Brew Pub', 'Bar']","1 & 2 Burgh quay, Dublin Ireland",53.3469782,-6.2582006,+353 1 670 5777,/Restaurant_Review-g186605-d696294-Reviews-J_W_Sweetman_Craft_Brewery-Dublin_County_Dublin.html,2
318,L'Ecrivain,126,868,4.5,Expensive,"['French', 'Irish', 'European']","109 Lower Baggot St, Dublin Ireland",53.3362856649677,-6.24853779024199,+353 1 661 1919,/Restaurant_Review-g186605-d696266-Reviews-L_Ecrivain-Dublin_County_Dublin.html,2
319,Avoca,127,1083,4.5,Average,"['Irish', 'Cafe', 'European']","11-13 Suffolk Street, Dublin Ireland",53.3435495,-6.259909,+353 1 677 4215,/Restaurant_Review-g186605-d2335461-Reviews-Avoca-Dublin_County_Dublin.html,2
320,Peruke & Periwig,128,520,4.5,Average,"['Irish', 'Bar', 'European']","31 Dawson Street Dublin 2, Dublin Ireland",53.3400965,-6.25877510289786,+353 1 672 7190,/Restaurant_Review-g186605-d6453066-Reviews-Peruke_Periwig-Dublin_County_Dublin.html,2
321,Silk Road Cafe,130,296,4.5,Average,"['Cafe', 'Mediterranean', 'Middle Eastern']","Chester Beatty Library Dublin Castle, Dublin Ireland",53.3422878,-6.2674266,+353 1 407 0770,/Restaurant_Review-g186605-d2704860-Reviews-Silk_Road_Cafe-Dublin_County_Dublin.html,2
322,The Hungry Mexican Restaurant,132,556,4.5,Average,"['Mexican', 'Vegetarian Friendly', 'Vegan Options']","5 Aston Quay Dublin 1, Dublin D02 K504 Ireland",53.3462788,-6.261402,+353 1 555 9057,/Restaurant_Review-g186605-d5570591-Reviews-The_Hungry_Mexican_Restaurant-Dublin_County_Dublin.html,2
323,Vintage Cocktail Club,136,1062,4.5,Average,"['Bar', 'Vegetarian Friendly']","15 Crown Alley Temple Bar, Dublin Ireland",53.3450767,-6.2629605,+353 1 675 3547,/Restaurant_Review-g186605-d3984187-Reviews-Vintage_Cocktail_Club-Dublin_County_Dublin.html,2
324,Corfu Greek Restaurant,137,861,4.5,Average,"['Mediterranean', 'European', 'Greek']","12 Parliament Street, Dublin D2 Ireland",53.3447391,-6.2672797,+353 1 675 0050,/Restaurant_Review-g186605-d2636687-Reviews-Corfu_Greek_Restaurant-Dublin_County_Dublin.html,2
325,Chai Yo,138,436,4.5,Average,"['Chinese', 'Japanese', 'Asian']","100 Baggot Street Lower, Dublin D02 X048 Ireland",53.3358001158401,-6.24761904131799,+353 1 676 7652,/Restaurant_Review-g186605-d804407-Reviews-Chai_Yo-Dublin_County_Dublin.html,2
326,Taste at Rustic,139,422,4.5,Expensive,"['Japanese', 'Sushi', 'Asian']","17 South Great George's Street, Dublin D02 HD76 Ireland",53.3430164606714,-6.2642927953248,+353 1 707 9596,/Restaurant_Review-g186605-d8124837-Reviews-Taste_at_Rustic-Dublin_County_Dublin.html,2
327,The Barge,140,540,4,Average,"['Irish', 'Bar', 'European']","42 Charlemont Street, Dublin Ireland",53.3305512,-6.2605878,+353 1 475 1869,/Restaurant_Review-g186605-d3258139-Reviews-The_Barge-Dublin_County_Dublin.html,2
328,Uno Mas,141,93,4.5,Average,"['Mediterranean', 'European', 'Spanish']","6 Aungier Street, Dublin D02 WN47 Ireland",53.3410627,-6.2653972,+353 1 475 8538,/Restaurant_Review-g186605-d15694842-Reviews-Uno_Mas-Dublin_County_Dublin.html,2
329,BANG Restaurant & Bar,142,925,4,Expensive,"['Irish', 'International', 'European']","11 Merrion Row, Dublin Ireland",53.3384436915864,-6.25474710537941,+353 1 400 4229,/Restaurant_Review-g186605-d743274-Reviews-BANG_Restaurant_Bar-Dublin_County_Dublin.html,2
330,The Quays Irish Restaurant,150,3669,4.5,Average,"['Irish', 'Pub', 'Gastropub']","10-12 Temple Bar Square Dublin 2, Dublin 2 Ireland",53.3456424,-6.2630923,+353 1 671 3922,/Restaurant_Review-g186605-d1148193-Reviews-The_Quays_Irish_Restaurant-Dublin_County_Dublin.html,2
331,Ely Wine Bar,151,585,4.5,Average,"['Irish', 'European', 'Wine Bar']","22 Ely Place, Dublin Ireland",53.33792195,-6.25408401196103,+353 1 676 8986,/Restaurant_Review-g186605-d783128-Reviews-Ely_Wine_Bar-Dublin_County_Dublin.html,2
332,The Mongolian Barbeque,155,1058,4.5,Cheap,"['Barbecue', 'Asian', 'Mongolian']","7 Anglesea Street Temple Bar, Dublin Ireland",53.3448919170845,-6.26194431567932,+353 1 670 4154,/Restaurant_Review-g186605-d1501863-Reviews-The_Mongolian_Barbeque-Dublin_County_Dublin.html,2
333,Kilkenny Cafe and Restaurant,156,804,4.5,Average,"['Irish', 'Cafe', 'European']","6-15 Nassau Street, Dublin, Ireland Dublin 2, Dublin Ireland",53.3421857,-6.2554177,+353 1 677 7066,/Restaurant_Review-g186605-d1997122-Reviews-Kilkenny_Cafe_and_Restaurant-Dublin_County_Dublin.html,2
334,Suesey Street,157,390,4.5,Expensive,"['Irish', 'Seafood', 'European']","26 Fitzwilliam Place Dublin 2, Dublin Ireland Ireland",53.3327314834963,-6.25246199337057,+353 1 669 4600,/Restaurant_Review-g186605-d2098368-Reviews-Suesey_Street-Dublin_County_Dublin.html,2
335,Tomahawk,158,329,4.5,Average,"['Steakhouse', 'European', 'Gluten Free Options']","1 Essex Street East, Temple Bar, Dublin DUBLIN Ireland",53.3451354575863,-6.26702798143317,+353 1 616 9564,/Restaurant_Review-g186605-d12856973-Reviews-Tomahawk-Dublin_County_Dublin.html,2
336,Klaw,163,1104,4.5,Average,"['Irish', 'Seafood', 'Soups']","5A Crown Alley Crown Alley 5a, Dublin, County Dublin, Dublin Ireland",53.3453683525376,-6.26286885813266,+353 1 549 2244,/Restaurant_Review-g186605-d8463924-Reviews-Klaw-Dublin_County_Dublin.html,2
337,Trocadero,165,1063,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","4 St Andrew St, Dublin 2 Ireland",53.3433996063438,-6.26179225743073,+353 1 677 5545,/Restaurant_Review-g186605-d788905-Reviews-Trocadero-Dublin_County_Dublin.html,2
338,The Hairy Lemon Cafe Bar,166,2342,4.5,Average,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']","42 Lower Stephens Street, Dublin 2 Ireland",53.3412225,-6.2638703,+353 1 671 8949,/Restaurant_Review-g186605-d806339-Reviews-The_Hairy_Lemon_Cafe_Bar-Dublin_County_Dublin.html,2
339,Viva,167,402,4.5,Average,"['Mediterranean', 'European', 'Spanish']","27 Richmond Street South Portobello, Dublin 2 Ireland",53.3308179223143,-6.26443624583081,+353 1 424 4043,/Restaurant_Review-g186605-d2104240-Reviews-Viva-Dublin_County_Dublin.html,2
340,Bunsen South Anne Street,168,319,4.5,Cheap,"['American', 'Irish', 'Gluten Free Options']","3 South Anne Street Dublin 2, Dublin Ireland",53.3412364,-6.2599712,+353 1 652 1022,/Restaurant_Review-g186605-d10021173-Reviews-Bunsen_South_Anne_Street-Dublin_County_Dublin.html,2
341,The Porterhouse Temple Bar,169,2325,4.5,Average,"['American', 'Irish', 'Bar']","16-18 Parliament Street, Dublin D2 Ireland",53.34513385,-6.26741874756257,+353 1 679 8847,/Restaurant_Review-g186605-d696339-Reviews-The_Porterhouse_Temple_Bar-Dublin_County_Dublin.html,2
342,One Pico Restaurant,170,748,4.5,Expensive,"['French', 'Irish', 'Vegetarian Friendly']","5-6 Molesworth Place Schoolhouse Lane, off St. Stephen's green, Dublin Dublin 2 Ireland",53.3405891,-6.2573068,+353 1 676 0300,/Restaurant_Review-g186605-d696321-Reviews-One_Pico_Restaurant-Dublin_County_Dublin.html,2
343,The Pig's Ear,174,1614,4.5,Expensive,"['Irish', 'European', 'Vegetarian Friendly']","4 Nassau Street, Dublin 2 Ireland",53.3422594524162,-6.25498657236402,+353 1 670 3865,/Restaurant_Review-g186605-d1371315-Reviews-The_Pig_s_Ear-Dublin_County_Dublin.html,2
344,Featherblade,177,584,4.5,Average,"['Steakhouse', 'Irish', 'Bar']","51 Dawson Street, Dublin Dublin 2 Ireland",53.3417413895612,-6.25830173492432,+353 1 679 8814,/Restaurant_Review-g186605-d8669862-Reviews-Featherblade-Dublin_County_Dublin.html,2
345,WILDE Restaurant,178,288,4.5,Expensive,"['International', 'Fusion', 'Vegetarian Friendly']","Grafton Street, Dublin Dublin 2 Ireland",53.3399737,-6.2607344,+353 1 646 3352,/Restaurant_Review-g186605-d784311-Reviews-WILDE_Restaurant-Dublin_County_Dublin.html,2
346,Rosa Madre,180,774,4.5,Average,"['Italian', 'Steakhouse', 'Seafood']","7 Crow Street, Temple Bar, Dublin dublin 2 Ireland",53.3448742573452,-6.26381974017381,+353 1 551 1206,/Restaurant_Review-g186605-d4178171-Reviews-Rosa_Madre-Dublin_County_Dublin.html,2
347,The Larder Restaurant & Brew House,183,953,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","8 Parliament Street, Dublin Ireland",53.34455235,-6.2671779,+353 86 850 6301,/Restaurant_Review-g186605-d953880-Reviews-The_Larder_Restaurant_Brew_House-Dublin_County_Dublin.html,2
348,Gotham Cafe,184,803,4.5,Average,"['Steakhouse', 'Irish', 'Pizza']","8 South Anne St. Dublin 2, Dublin Ireland",53.34119755,-6.25959820816111,+353 1 679 5266,/Restaurant_Review-g186605-d696233-Reviews-Gotham_Cafe-Dublin_County_Dublin.html,2
349,Kathmandu Kitchen Nepalese & Indian Restaurant,187,899,4.5,Average,"['Indian', 'Asian', 'Balti']","18 Dame Street Dublin 2, Dublin Ireland",53.34396115,-6.26503989863754,+353 1 611 1706,/Restaurant_Review-g186605-d3742785-Reviews-Kathmandu_Kitchen_Nepalese_Indian_Restaurant-Dublin_County_Dublin.html,2
350,37 Dawson Street,189,619,4.5,Average,"['Bar', 'European', 'Pub']","37 Dawson Street, Dublin Ireland",53.3405415,-6.2587842127809,+353 1 902 2908,/Restaurant_Review-g186605-d3249806-Reviews-37_Dawson_Street-Dublin_County_Dublin.html,2
351,Olesya's Wine Bar,190,331,4.5,Average,"['Mediterranean', 'European', 'Wine Bar']","18 Exchequer Street, Dublin DUBLIN 2 Ireland",53.3430433,-6.2628703,+353 1 672 4087,/Restaurant_Review-g186605-d1103532-Reviews-Olesya_s_Wine_Bar-Dublin_County_Dublin.html,2
352,The Saddle Room Restaurant,191,561,4.5,Expensive,"['Irish', 'International', 'European']","27 St. Stephen's Green The Shelbourne Dublin, Dublin 2 Ireland",53.3389689548826,-6.25606840525433,+353 1 663 4500,/Restaurant_Review-g186605-d1370549-Reviews-The_Saddle_Room_Restaurant-Dublin_County_Dublin.html,2
353,Balfes,194,637,4,Average,"['Irish', 'European', 'Vegetarian Friendly']","Balfe Street Dublin 2, Dublin D06 CH66 Ireland",53.3413450942595,-6.26131851056147,+353 1 646 3353,/Restaurant_Review-g186605-d7284584-Reviews-Balfes-Dublin_County_Dublin.html,2
354,Thunder Road Cafe,195,1651,4,Average,"['Irish', 'International', 'Grill']","Fleet Street Temple Bar, Dublin Ireland",53.3456141,-6.2610506,+353 1 679 4057,/Restaurant_Review-g186605-d716023-Reviews-Thunder_Road_Cafe-Dublin_County_Dublin.html,2
355,Bobo's Burgers Restaurant,197,2060,4.5,Average,"['American', 'Irish', 'Bar']","50-51 Dame Street Dublin 2, Dublin D2 Ireland",53.3443268,-6.263885,+353 1 538 0100,/Restaurant_Review-g186605-d4299689-Reviews-Bobo_s_Burgers_Restaurant-Dublin_County_Dublin.html,2
356,Herbstreet,198,725,4,Average,"['Irish', 'European', 'Vegetarian Friendly']","Hanover Quay Grand Canal Dock, Dublin D2 Ireland",53.344294,-6.237792,+353 1 675 3875,/Restaurant_Review-g186605-d1379594-Reviews-Herbstreet-Dublin_County_Dublin.html,2
357,Aperitivo,199,279,4.5,Cheap,"['Italian', 'Pizza', 'Street Food']","Royal Exchange 6 Parliament Street, Dublin Ireland",53.3444156319697,-6.26728104635363,+353 67 98267,/Restaurant_Review-g186605-d8545228-Reviews-Aperitivo-Dublin_County_Dublin.html,2
358,Taste Food Company,203,623,4.5,Average,"['Irish', 'Cafe', 'European']","39-40 South William Street, Dublin Ireland",53.3409817,-6.26317134098311,+353 1 679 8475,/Restaurant_Review-g186605-d2337060-Reviews-Taste_Food_Company-Dublin_County_Dublin.html,2
359,Napper Tandy's,204,149,4.5,Average,"['Irish', 'Bar', 'European']","13 Merrion Row, Dublin D02 AP80 Ireland",53.3382213,-6.254428,+353 1 677 1222,/Restaurant_Review-g186605-d12927453-Reviews-Napper_Tandy_s-Dublin_County_Dublin.html,2
360,Mykonos Taverna,205,726,4.5,Average,"['Seafood', 'Mediterranean', 'European']","Jasonia Centre 76 Dame Street, Dublin D02 YY54 Ireland",53.3442944,-6.2665157,+353 1 561 3745,/Restaurant_Review-g186605-d8287536-Reviews-Mykonos_Taverna-Dublin_County_Dublin.html,2
361,La Caverna,207,927,4.5,Average,"['Italian', 'Pizza', 'Mediterranean']","12 Upper Fownes Street Temple Bar, Dublin Dublin 2 Ireland",53.3451351,-6.2633105,+353 1 670 3110,/Restaurant_Review-g186605-d1045605-Reviews-La_Caverna-Dublin_County_Dublin.html,2
362,Foley's Dublin,209,290,4.5,Average,"['Irish', 'Bar', 'European']","1 Merrion Row, Dublin D02 HY07 Ireland",53.3382933,-6.2538034,+353 1 661 0115,/Restaurant_Review-g186605-d1937593-Reviews-Foley_s_Dublin-Dublin_County_Dublin.html,2
363,The Merchant's Arch Bar & Restaurant,210,1313,4.5,Average,"['Irish', 'Bar', 'European']","48/49 Wellington Quay, Temple Bar Dublin 2, Dublin Ireland",53.345948,-6.262829,+353 1 607 4010,/Restaurant_Review-g186605-d1967540-Reviews-The_Merchant_s_Arch_Bar_Restaurant-Dublin_County_Dublin.html,2
364,Dingle whiskey bar,216,96,5,Average,,"44 Nassau Street, Dublin D02 YY44 Ireland",53.3429897,-6.2588232,+353 85 101 1488,/Restaurant_Review-g186605-d11702369-Reviews-Dingle_whiskey_bar-Dublin_County_Dublin.html,2
365,Pho Ta,217,417,4.5,Cheap,"['Asian', 'Vietnamese', 'Soups']","Temple Bar, Dublin 2 6 Cope Street, Dublin Ireland",53.3448969659224,-6.26263043488435,+353 1 671 8671,/Restaurant_Review-g186605-d6219763-Reviews-Pho_Ta-Dublin_County_Dublin.html,2
366,Lincoln's Inn,221,130,4.5,Average,"['Irish', 'Bar', 'European']","18/19 Lincoln Place, Dublin Ireland",53.34199905,-6.25253563639437,+353 1 676 0038,/Restaurant_Review-g186605-d696283-Reviews-Lincoln_s_Inn-Dublin_County_Dublin.html,2
367,Eden Bar & Grill,225,535,4,Average,"['European', 'Contemporary', 'Vegetarian Friendly']","7 William Street South Dublin 2, Dublin D02 CV65 Ireland",53.3427211,-6.2623051,+353 1 670 6887,/Restaurant_Review-g186605-d3470473-Reviews-Eden_Bar_Grill-Dublin_County_Dublin.html,2
368,The Temple Bar,226,2689,4.5,Average,"['Irish', 'Bar', 'European']","47/48 Temple Bar, Dublin D02 N725 Ireland",53.3454957,-6.2631139,+353 1 672 5286,/Restaurant_Review-g186605-d716007-Reviews-The_Temple_Bar-Dublin_County_Dublin.html,2
369,Honest To Goodness,228,281,4.5,Average,"['Irish', 'Fast food', 'Healthy']","12 Dame Court Dublin 2, Dublin D02 YP65 Ireland",53.34342,-6.2638278,+353 1 633 7727,/Restaurant_Review-g186605-d1809051-Reviews-Honest_To_Goodness-Dublin_County_Dublin.html,2
370,Against the Grain,230,324,4.5,Average,"['Irish', 'Bar', 'Pub']","11 Wexford Street, Dublin Ireland",53.3370675,-6.265418,+353 1 470 5100,/Restaurant_Review-g186605-d2307455-Reviews-Against_the_Grain-Dublin_County_Dublin.html,2
371,Al Vesuvio,235,488,4.5,Average,"['Italian', 'Pizza', 'Mediterranean']","Meeting House Square Temple Bar, Dublin Dublin 2 Ireland",53.3448713,-6.2651292,+353 1 671 4597,/Restaurant_Review-g186605-d3403712-Reviews-Al_Vesuvio-Dublin_County_Dublin.html,2
372,Il Caffe di Napoli,242,379,4,Average,"['Pizza', 'Mediterranean', 'European']","41 Westland Row Dublin2, Dublin IE-1278 Ireland",53.3414793963528,-6.24670445674311,+353 1 611 4831,/Restaurant_Review-g186605-d2508247-Reviews-Il_Caffe_di_Napoli-Dublin_County_Dublin.html,2
373,Banyi Japanese Dining,243,904,4.5,Average,"['Japanese', 'Sushi', 'Asian']","3-4 Bedford Row Temple Bar, Dublin Dublin 2 Ireland",53.3458541327539,-6.26179599281894,+353 1 675 0669,/Restaurant_Review-g186605-d4177999-Reviews-Banyi_Japanese_Dining-Dublin_County_Dublin.html,2
374,Wishbone,244,190,4.5,Average,"['American', 'Irish', 'Bar']","16 Montague Street, Dublin Ireland",53.336522280011,-6.26377095891502,+353 1 555 1488,/Restaurant_Review-g186605-d11894219-Reviews-Wishbone-Dublin_County_Dublin.html,2
375,Ha'Penny Bridge Inn,246,376,4.5,Average,,"42 Wellington Quay 42 Wellington Quay, Dublin, Dublin 2 Ireland",53.3459377,-6.2630138,+353 1 677 2515,/Restaurant_Review-g186605-d3543711-Reviews-Ha_Penny_Bridge_Inn-Dublin_County_Dublin.html,2
376,One Bistro,248,84,4.5,Average,"['Irish', 'European', 'Vegetarian Friendly']","30 Richmond Street South Portebello, Dublin D02 VY88 Ireland",53.330586,-6.2641769,+353 1 441 1181,/Restaurant_Review-g186605-d13172414-Reviews-One_Bistro-Dublin_County_Dublin.html,2
377,Forno 500,252,489,4.5,Average,"['Italian', 'Pizza', 'Mediterranean']","74 Dame Street, Dublin Ireland",53.3441625568483,-6.26628281930913,+353 1 679 4555,/Restaurant_Review-g186605-d12929970-Reviews-Forno_500-Dublin_County_Dublin.html,2
378,Diwali Indian & Nepalese Restaurant,253,662,4.5,Average,"['Indian', 'Asian', 'Balti']","South Great Georges St. Unit 1, Castle House, Dublin Ireland",53.3429416,-6.2646488,+353 1 475 0091,/Restaurant_Review-g186605-d1942853-Reviews-Diwali_Indian_Nepalese_Restaurant-Dublin_County_Dublin.html,2
379,Pacino's,254,852,4,Average,"['Italian', 'Pizza', 'European']","18 Suffolk Street Dublin 2, Dublin Ireland",53.34328765,-6.25993150170985,+353 1 677 5651,/Restaurant_Review-g186605-d1224521-Reviews-Pacino_s-Dublin_County_Dublin.html,2
380,San Lorenzo's,255,1184,4,Average,"['Italian', 'European', 'Contemporary']","South Great George's Street Dublin 2, Dublin D02 WK13 Ireland",53.3432873662741,-6.26445206013887,+353 1 478 9383,/Restaurant_Review-g186605-d2435801-Reviews-San_Lorenzo_s-Dublin_County_Dublin.html,2
381,Fire Restaurant & Lounge,257,2391,4,Average,"['Steakhouse', 'Irish', 'European']","Mansion House Dawson Street, Dublin Ireland",53.34049045,-6.25773500460317,+353 1 676 7200,/Restaurant_Review-g186605-d3686033-Reviews-Fire_Restaurant_Lounge-Dublin_County_Dublin.html,2
382,Morrison Grill,258,368,4,Average,"['Irish', 'Bar', 'Grill']","Lower Ormond Quay, Dublin Ireland",53.3462572,-6.2654129,+353 1 887 2400,/Restaurant_Review-g186605-d3845698-Reviews-Morrison_Grill-Dublin_County_Dublin.html,2
383,Art Tea at The Merrion Hotel,259,140,4.5,Expensive,"['Irish', 'Vegetarian Friendly', 'Gluten Free Options']","Upper Merrion Street The Merrion Hotel, Dublin 2 Ireland",53.3385678,-6.2528614,+353 1 603 0600,/Restaurant_Review-g186605-d6222881-Reviews-Art_Tea_at_The_Merrion_Hotel-Dublin_County_Dublin.html,2
