Name,Ranking,Reviews,Rating,Price,Cuisines,Address,Latitude,Longitude,Phone,Link
Iveagh Bar,323,201,4.0,Average,"['Irish', 'Bar', 'European']","Parkgate Street, Dublin 8, Ireland. Ashling Hotel, Dublin 8 Ireland",53.34803059999999,-6.2910944,+353 1 677 2324,/Restaurant_Review-g186605-d4891272-Reviews-Iveagh_Bar-Dublin_County_Dublin.html
Le Petit Cafe,324,71,5.0,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']","6 Saint Pappin's Road Glasnevin, Dublin Ireland",53.340573,-6.2555984,+353 1 808 3690,/Restaurant_Review-g186605-d8594510-Reviews-Le_Petit_Cafe-Dublin_County_Dublin.html
Bubble Waffle Factory,327,104,4.5,Cheap,"['Dessert', 'American', 'European']","2, Merchant Arch, Dublin Ireland",53.3457363,-6.2628482,+353 87 775 2557,/Restaurant_Review-g186605-d13357043-Reviews-Bubble_Waffle_Factory-Dublin_County_Dublin.html
The Brew Dock,329,349,4.0,Average,"['Irish', 'Bar', 'Pub']","1 Amiens Street, Dublin Dublin 1 Ireland",53.350059436373215,-6.251013682214186,+353 1 888 1842,/Restaurant_Review-g186605-d3193707-Reviews-The_Brew_Dock-Dublin_County_Dublin.html
Beef & Lobster,330,608,4.0,Average,"['Steakhouse', 'Seafood', 'European']","40 Parliament St, Dublin 2, Dublin D02 W889 Ireland",53.3441701,-6.267478,+353 1 531 3810,/Restaurant_Review-g186605-d10597573-Reviews-Beef_Lobster-Dublin_County_Dublin.html
The Green Hen,334,1250,4.0,Average,"['French', 'Irish', 'European']","33 Exchequer Street Dublin 2, Dublin Ireland",53.34306748266119,-6.2622277682034335,+353 1 670 7238,/Restaurant_Review-g186605-d696278-Reviews-The_Green_Hen-Dublin_County_Dublin.html
Bleeding Horse,335,613,4.0,Average,"['Irish', 'Bar', 'Pub']","24 Camden Street Upper, Dublin Ireland",53.33348375,-6.264766843122734,+353 83 454 4002,/Restaurant_Review-g186605-d696358-Reviews-Bleeding_Horse-Dublin_County_Dublin.html
Davy Byrne's,336,417,4.0,Average,"['Irish', 'Bar', 'European']","21 Duke Street, Dublin Ireland",53.341840250000004,-6.259356747602125,+353 1 671 1298,/Restaurant_Review-g186605-d696203-Reviews-Davy_Byrne_s-Dublin_County_Dublin.html
Opium,337,412,4.0,Average,"['Asian', 'Thai', 'Fusion']","26 Wexford Street, Dublin Dublin 2 Ireland",53.336637300887006,-6.26611988158487,+353 1 526 7711,/Restaurant_Review-g186605-d5770594-Reviews-Opium-Dublin_County_Dublin.html
Voila,338,166,4.5,Average,"['Cafe', 'European', 'Vegetarian Friendly']","14 Lower Baggot St, Dublin Ireland",53.337847196332035,-6.2519996644318425,+353 1 662 9353,/Restaurant_Review-g186605-d2316330-Reviews-Voila-Dublin_County_Dublin.html
Brother Hubbard North,339,1217,4.5,Average,"['Cafe', 'European', 'Middle Eastern']","153 Capel Street Dublin 1, Dublin D1 Ireland",53.347137297907544,-6.268376907048848,+353 1 441 1112,/Restaurant_Review-g186605-d2700218-Reviews-Brother_Hubbard_North-Dublin_County_Dublin.html
Camden Rotisserie,340,225,4.5,Cheap,['Gluten Free Options'],"37 Lower Camden St., Dublin 2 Ireland",53.334349382894146,-6.26523898289854,+353 1 538 1022,/Restaurant_Review-g186605-d4418101-Reviews-Camden_Rotisserie-Dublin_County_Dublin.html
Arlington Hotel and Knightsbridge Bar,341,384,4.0,Average,"['Irish', 'Bar', 'European']","Arlington Hotel 23-25 Bachelors Walk, Dublin Ireland",53.3473053,-6.260686199999999,+353 1 804 9100,/Restaurant_Review-g186605-d743272-Reviews-Arlington_Hotel_and_Knightsbridge_Bar-Dublin_County_Dublin.html
Oscars Cafe Bar Christchurch,343,171,4.5,Average,"['Irish', 'Bar', 'European']","16-18 Fishamble Street Dublin 2, Dublin Ireland",53.3441347,-6.2697764,+353 1 555 1442,/Restaurant_Review-g186605-d7252291-Reviews-Oscars_Cafe_Bar_Christchurch-Dublin_County_Dublin.html
Coppinger Row,345,593,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","Off South William Street, Dublin Ireland",53.34207741616493,-6.26210822773242,+353 1 672 9884,/Restaurant_Review-g186605-d1747042-Reviews-Coppinger_Row-Dublin_County_Dublin.html
O'Shea's Merchant & Ned O'Sheas,346,715,4.0,Average,"['Irish', 'Bar', 'European']","12 Bridge Street Lower The home of Irish Music and Dance, Dublin 8 Ireland",53.3449326,-6.2763323,+353 1 679 3797,/Restaurant_Review-g186605-d696313-Reviews-O_Shea_s_Merchant_Ned_O_Sheas-Dublin_County_Dublin.html
P.Mac's,347,262,4.5,Average,"['Irish', 'Bar', 'Pub']","Drury Court Hotel 30 Stephen Street Lower Drury Cort Hotel, Dublin Ireland",53.34123779999999,-6.2644414,+353 1 475 8578,/Restaurant_Review-g186605-d7374342-Reviews-P_Mac_s-Dublin_County_Dublin.html
Cafe en Seine,349,1731,4.0,Average,"['Irish', 'Bar', 'European']","39/40 Dawson Street, Dublin D02 X067 Ireland",53.34066235,-6.2587071045106,+353 1 677 4567,/Restaurant_Review-g186605-d696368-Reviews-Cafe_en_Seine-Dublin_County_Dublin.html
The Bailey Bar Dublin,350,450,4.0,Average,"['Irish', 'Bar', 'European']","1-4 Duke Street, Dublin Ireland",53.3510557,-6.2479029756919555,+353 1 670 4939,/Restaurant_Review-g186605-d696178-Reviews-The_Bailey_Bar_Dublin-Dublin_County_Dublin.html
Kennedy’s Bar & Restaurant,352,392,4.0,Average,"['Armenian', 'Vegetarian Friendly']","30-32 Westland Row, Dublin D02 FR90 Ireland",53.342157,-6.250759,+353 1 679 9057,/Restaurant_Review-g186605-d944904-Reviews-Kennedy_s_Bar_Restaurant-Dublin_County_Dublin.html
Busker's,353,295,4.0,Average,"['Irish', 'Bar', 'European']","Temple Bar Hotel Fleet Street, Dublin Dublin 2 Ireland",53.3458751,-6.26034309004247,+353 1 677 3333,/Restaurant_Review-g186605-d743284-Reviews-Busker_s-Dublin_County_Dublin.html
La Gondola Italian Restaurant,354,334,4.0,Average,"['Italian', 'Pizza', 'European']","Bedford Row Temple Bar, Dublin 2 Ireland",53.3460523,-6.261839,+353 67 06812,/Restaurant_Review-g186605-d5863988-Reviews-La_Gondola_Italian_Restaurant-Dublin_County_Dublin.html
Beshoff Bros,355,320,4.0,Cheap,"['Irish', 'Seafood', 'European']","71 Dame Street, Dublin D2 Ireland",53.333914404378774,-6.245697976263082,+353 1 679 8485,/Restaurant_Review-g186605-d9819750-Reviews-Beshoff_Bros-Dublin_County_Dublin.html
The Rustic Stone,356,3231,4.0,Average,"['Steakhouse', 'Irish', 'European']","17 South Great George's Street, Dublin D02 HD76 Ireland",53.3428831,-6.2641927,+353 1 707 9596,/Restaurant_Review-g186605-d1906594-Reviews-The_Rustic_Stone-Dublin_County_Dublin.html
Trinity Bar,357,584,4.0,Average,"['Irish', 'Bar', 'European']","46 - 49 Dame Street Dublin 2, Dublin Citi Hotel, Dublin D2 Ireland",53.3453267,-6.2582748,+353 1 679 4455,/Restaurant_Review-g186605-d3403593-Reviews-Trinity_Bar-Dublin_County_Dublin.html
The Mint Bar,358,245,4.0,Average,"['Irish', 'Bar', 'International']","Westmoreland Street, College Green The Westin Hotel, Dublin D02 HR67 Ireland",53.3456553,-6.2589016,+353 1 645 1322,/Restaurant_Review-g186605-d3166175-Reviews-The_Mint_Bar-Dublin_County_Dublin.html
J2 grill & Sushi bar,359,237,4.0,Average,"['Japanese', 'Sushi', 'Asian']","North wall quay, Dublin Ireland",53.3476853,-6.2440058,+353 1 791 9759,/Restaurant_Review-g186605-d3929244-Reviews-J2_grill_Sushi_bar-Dublin_County_Dublin.html
Chesterfields Restaurant,360,157,4.5,Average,"['European', 'Vegetarian Friendly', 'Vegan Options']","Parkgate Street Ashling Hotel, Dublin 8 Ireland",53.3478637319383,-6.290980638043161,+353 1 677 2324,/Restaurant_Review-g186605-d4891277-Reviews-Chesterfields_Restaurant-Dublin_County_Dublin.html
Kafka Cafe Bar,361,156,4.5,Average,"['European', 'Vegetarian Friendly', 'Gluten Free Options']","236 Rathmines Road Lower, Dublin Ireland",53.3267868,-6.264851,+353 1 497 7057,/Restaurant_Review-g186605-d1009908-Reviews-Kafka_Cafe_Bar-Dublin_County_Dublin.html
Caffe Amore,362,224,4.5,Average,"['Italian', 'Pizza', 'Cafe']","59 South Great Georges Street Dublin 2, Dublin Ireland",53.342176285351535,-6.264664742067793,+353 1 475 0505,/Restaurant_Review-g186605-d8715605-Reviews-Caffe_Amore-Dublin_County_Dublin.html
Brasserie Sixty6,363,2344,4.0,Average,"['Irish', 'International', 'European']","66-67 South Great Georges Street, Dublin Dublin 2 Ireland",53.342543144179146,-6.264582500445577,+353 1 400 5878,/Restaurant_Review-g186605-d943803-Reviews-Brasserie_Sixty6-Dublin_County_Dublin.html
Oscars Cafe Bar,364,930,4.0,Average,"['Irish', 'Bar', 'European']","6 Smithfield Square Number 6 Smithfield Square, Dublin 7 Ireland",53.348632177876794,-6.27850171297708,+353 1 699 1999,/Restaurant_Review-g186605-d4283332-Reviews-Oscars_Cafe_Bar-Dublin_County_Dublin.html
Angelina's,366,428,4.0,Average,"['Italian', 'Pizza', 'European']","55 Percey Place, Dublin Dublin 4 Ireland",53.334645414807795,-6.244350540548963,+353 1 660 2262,/Restaurant_Review-g186605-d8861788-Reviews-Angelina_s-Dublin_County_Dublin.html
The Woolshed,367,305,4.0,Average,"['Bar', 'Pub', 'Vegetarian Friendly']","Parnell Centre Parnell Street, Dublin Ireland",53.3502671,-6.2674686,+353 1 872 4325,/Restaurant_Review-g186605-d1017789-Reviews-The_Woolshed-Dublin_County_Dublin.html
The Norseman,368,459,4.0,Average,"['Irish', 'Bar', 'European']","28 Eustace Street, Dublin Dublin 2 Ireland",53.345351699999995,-6.264796531216739,+353 1 671 5135,/Restaurant_Review-g186605-d7723335-Reviews-The_Norseman-Dublin_County_Dublin.html
Sushida St Andrews Street,369,40,5.0,Average,"['Japanese', 'Sushi', 'Asian']","7 st Andrews Street, Dublin D02C890 Ireland",53.3431808,-6.261797199999999,+353 67 78790,/Restaurant_Review-g186605-d15212352-Reviews-Sushida_St_Andrews_Street-Dublin_County_Dublin.html
House Dublin,370,380,4.0,Average,"['Irish', 'Bar', 'European']","27 Lower Leeson St, Dublin D02 V306 Ireland",53.3340014,-6.2551574,+353 1 905 9090,/Restaurant_Review-g186605-d4909573-Reviews-House_Dublin-Dublin_County_Dublin.html
Cafe Oasis,371,169,4.5,Cheap,"['Lebanese', 'Cafe', 'Mediterranean']","54 North King St,, Dublin D07 EE76 Ireland",53.34996181464473,-6.275696558806278,+353 1 874 0070,/Restaurant_Review-g186605-d4736446-Reviews-Cafe_Oasis-Dublin_County_Dublin.html
KC Peaches Cafe Nassau Street,372,870,4.0,Average,"['Irish', 'Pizza', 'Cafe']","28-29 Nassau Street Pearse Street, Dublin D02 NP40 Ireland",53.34277334893989,-6.2571875695384405,+353 1 633 6872,/Restaurant_Review-g186605-d1508053-Reviews-KC_Peaches_Cafe_Nassau_Street-Dublin_County_Dublin.html
Yamamori - South City,374,862,4.0,Average,"['Japanese', 'Sushi', 'Asian']","72 South Great Georges Street D2, Dublin Ireland",53.3428161,-6.264672671224472,+353 1 475 5001,/Restaurant_Review-g186605-d716036-Reviews-Yamamori_South_City-Dublin_County_Dublin.html
Thai Orchid,375,561,4.0,Average,"['Asian', 'Thai', 'Vegetarian Friendly']","7 Westmoreland Street, Dublin 21206 Ireland",53.34580172203244,-6.259269779539863,+353 1 671 9969,/Restaurant_Review-g186605-d1024714-Reviews-Thai_Orchid-Dublin_County_Dublin.html
The Auld Dubliner,376,1197,4.0,Average,"['Irish', 'Bar', 'Pub']","17 Anglesea Street 24 - 25 Temple Bar, Dublin DUBLIN 2 Ireland",53.3455529,-6.262025771739523,+353 1 677 0527,/Restaurant_Review-g186605-d696174-Reviews-The_Auld_Dubliner-Dublin_County_Dublin.html
Arlington Hotel O'Connell Bridge Restaurant,377,399,4.0,Average,"['Irish', 'Bar', 'European']","23 - 25 Bachelors Walk, Dublin D1 Ireland",53.3472425,-6.2609182,+353 1 804 9100,/Restaurant_Review-g186605-d5509822-Reviews-Arlington_Hotel_O_Connell_Bridge_Restaurant-Dublin_County_Dublin.html
Mad Egg,378,184,4.0,Average,['American'],"2,3 Charlotte Way Saint Kevin's, Dublin Ireland",53.33366817394043,-6.264567849170136,+353 1 558 5221,/Restaurant_Review-g186605-d14924630-Reviews-Mad_Egg-Dublin_County_Dublin.html
The Italian Connection,379,582,4.0,Average,"['Italian', 'Pizza', 'Mediterranean']","95 Talbot Street, Dublin Dublin 1 Ireland",53.35036410569785,-6.256649022658013,+353 1 878 7125,/Restaurant_Review-g186605-d941005-Reviews-The_Italian_Connection-Dublin_County_Dublin.html
Wallace's Taverna,380,707,4.0,Average,"['Italian', 'Pizza', 'Mediterranean']","24 Lower Ormond Quay Italian Quarter, Dublin 1, Dublin Ireland",53.346442545741006,-6.265034409745977,+353 1 873 0040,/Restaurant_Review-g186605-d2296668-Reviews-Wallace_s_Taverna-Dublin_County_Dublin.html
The Exchequer,382,516,4.0,Average,"['Irish', 'Bar', 'European']","3-5 Exchequer Street, Dublin 2 Ireland",53.34321621014933,-6.263709366243996,+353 1 670 6787,/Restaurant_Review-g186605-d1674804-Reviews-The_Exchequer-Dublin_County_Dublin.html
Terra Madre Cafe,383,416,4.0,Average,"['Italian', 'Mediterranean', 'European']","13a Bachelors Walk Dublin 1, Dublin Ireland",53.3470381,-6.2619715,+353 1 873 5300,/Restaurant_Review-g186605-d2357294-Reviews-Terra_Madre_Cafe-Dublin_County_Dublin.html
Di Luca,384,108,4.5,Average,"['Italian', 'Mediterranean', 'European']","10 Harcourt Street, Dublin D02 X259 Ireland",53.336879,-6.263338,+353 1 475 8385,/Restaurant_Review-g186605-d12081773-Reviews-Di_Luca-Dublin_County_Dublin.html
Chez Max,385,693,4.0,Average,"['French', 'European', 'Vegetarian Friendly']","1 Palace Street Dublin castle, Dublin Dublin 2 Ireland",53.34397019910745,-6.2662063284790435,+353 1 633 7215,/Restaurant_Review-g186605-d799923-Reviews-Chez_Max-Dublin_County_Dublin.html
Azteca,386,193,4.5,Average,"['Mexican', 'Latin', 'Vegetarian Friendly']","19 - 21 Lord Edward Street, Dublin Ireland",53.3437082,-6.2690269,+353 1 670 9476,/Restaurant_Review-g186605-d2243870-Reviews-Azteca-Dublin_County_Dublin.html
Fish Shop,388,120,4.5,Average,"['Irish', 'Seafood', 'Gluten Free Options']","No. 6 Queen Street Smithfield, Dublin Ireland",53.3470344543457,-6.2800559997558585,+353 1 430 8594,/Restaurant_Review-g186605-d8875371-Reviews-Fish_Shop-Dublin_County_Dublin.html
Farmer Browns Kilternan Pub,389,79,4.5,Average,['Vegetarian Friendly'],"Kilternan Service Station Enniskerry Road, Dublin D18 TP30 Ireland",53.3248468464379,-6.265192137425059,+353 1 567 6956,/Restaurant_Review-g186605-d19079450-Reviews-Farmer_Browns_Kilternan_Pub-Dublin_County_Dublin.html
Happy Food,390,100,4.5,Cheap,"['Cafe', 'Healthy', 'Vegetarian Friendly']","Camden Court 5-8 Camden Street Lower Saint Kevin's, Dublin D02 X284 Ireland",53.335037,-6.264169,+353 85 863 0292,/Restaurant_Review-g186605-d15263109-Reviews-Happy_Food-Dublin_County_Dublin.html
Little Caesars,391,272,4.0,Average,"['Italian', 'Pizza', 'European']","1-3 Chatham House Balfe Street, Dublin Ireland",53.341053,-6.2614078,+353 1 670 4534,/Restaurant_Review-g186605-d696284-Reviews-Little_Caesars-Dublin_County_Dublin.html
The Waterloo Bar,393,224,4.0,Average,"['Irish', 'Bar', 'Pub']","36 Baggot Street Upper Dublin 4, Dublin D04 R6Y6 Ireland",53.333453649999996,-6.243319481472651,+353 1 660 0650,/Restaurant_Review-g186605-d982469-Reviews-The_Waterloo_Bar-Dublin_County_Dublin.html
Bar Rua,394,182,4.5,Average,"['Irish', 'Bar', 'European']","32 Clarendon Street Dublin 2, Dublin Ireland",53.3410488,-6.2624558,+353 1 441 4425,/Restaurant_Review-g186605-d10161982-Reviews-Bar_Rua-Dublin_County_Dublin.html
Token,395,237,4.0,Average,"['American', 'Bar', 'Street Food']","72-74 Queen Street Smithfield, Dublin Dublin 7 Ireland",53.3475713,-6.280232546861777,+353 1 532 2699,/Restaurant_Review-g186605-d12516415-Reviews-Token-Dublin_County_Dublin.html
Cliff Townhouse Seafood Restaurant,396,658,4.0,Expensive,"['Irish', 'Seafood', 'European']","22 St. Stephen's Green Dublin 2, Dublin D02 HW54 Ireland",53.3392288,-6.2572416,+353 1 638 3939,/Restaurant_Review-g186605-d1177586-Reviews-Cliff_Townhouse_Seafood_Restaurant-Dublin_County_Dublin.html
Enoteca delle Langhe,397,278,4.0,Average,"['Italian', 'Mediterranean', 'European']","Blooms Lane, Italian Quarter, Dublin 1 Ireland",53.3466089,-6.2652915,+353 1 888 0834,/Restaurant_Review-g186605-d1577204-Reviews-Enoteca_delle_Langhe-Dublin_County_Dublin.html
Pifko,398,159,4.5,Average,"['Bar', 'European', 'Pub']","41-43 Usher's Quay, Dublin D08 K1E8 Ireland",53.3459874,-6.2801673,+353 1 515 2087,/Restaurant_Review-g186605-d1989662-Reviews-Pifko-Dublin_County_Dublin.html
Harkin's,399,91,4.5,Cheap,"['Irish', 'Bar', 'Pub']","6 Echlin Street The Old Harbour, Dublin D08 HX3K Ireland",53.3424805,-6.2885768,+353 1 902 3578,/Restaurant_Review-g186605-d4022843-Reviews-Harkin_s-Dublin_County_Dublin.html
Bachelor Inn,400,329,4.0,Average,"['Irish', 'Bar', 'British']","31 Bachelor Walk, Dublin 1 Ireland",53.3474624,-6.260177638861615,+353 1 873 1238,/Restaurant_Review-g186605-d3340067-Reviews-Bachelor_Inn-Dublin_County_Dublin.html
TGI Friday's,401,796,3.5,Average,"['American', 'Bar', 'Central American']","Stephen's Green, Dublin Dublin 2 Ireland",53.3398900678533,-6.26127096823372,+353 1 478 1233,/Restaurant_Review-g186605-d799246-Reviews-TGI_Friday_s-Dublin_County_Dublin.html
The Bernard Shaw,402,173,4.5,Cheap,"['Bar', 'Pizza', 'Pub']","Cross Guns Bridge, Dublin D09 XW44 Ireland",53.3317088,-6.2645036,+353 1 906 0218,/Restaurant_Review-g186605-d6102647-Reviews-The_Bernard_Shaw-Dublin_County_Dublin.html
Sophie's,404,1049,4.0,Average,"['Italian', 'Irish', 'Bar']","33 Harcourt Street Dean Hotel, Dublin D02 WC81 Ireland",53.33515227944346,-6.263496737980755,+353 1 607 8100,/Restaurant_Review-g186605-d7299069-Reviews-Sophie_s-Dublin_County_Dublin.html
The Pantry,405,142,4.5,Cheap,"['Irish', 'Cafe', 'European']","64 Talbot Street, Dublin Ireland",53.351066,-6.2517695,+353 85 202 1694,/Restaurant_Review-g186605-d7742875-Reviews-The_Pantry-Dublin_County_Dublin.html
l'Gueuleton,407,629,4.0,Average,"['French', 'European', 'Vegetarian Friendly']","1 Fade Street Dublin 2, Dublin 2 Ireland",53.342031404737476,-6.264201313017478,+353 1 675 3708,/Restaurant_Review-g186605-d800122-Reviews-L_Gueuleton-Dublin_County_Dublin.html
The Castle Vaults Bar and Restaurant,408,61,4.5,Average,"['Irish', 'Bar', 'European']","Gardiner Row, Gt Denmark Street, Dublin D01 R640 Ireland",53.35504599999999,-6.262611,+353 1 874 6949,/Restaurant_Review-g186605-d13510734-Reviews-The_Castle_Vaults_Bar_and_Restaurant-Dublin_County_Dublin.html
HQ Restaurant & Gastro Bar,409,747,4.0,Average,"['Bar', 'International', 'European']","Hanover Quay Grand Canal Docks, Dublin DUBLIN 2 Ireland",53.34442749999999,-6.2379307,+353 1 633 9984,/Restaurant_Review-g186605-d7645740-Reviews-HQ_Restaurant_Gastro_Bar-Dublin_County_Dublin.html
Grano,410,64,4.5,Average,"['Italian', 'Mediterranean', 'European']","Manor Street, Unit 5, Norseman Court, Dublin D07XD89 Ireland",53.351298,-6.282957,+353 1 538 2003,/Restaurant_Review-g186605-d15795134-Reviews-Grano-Dublin_County_Dublin.html
Slattery's Bar,411,219,4.0,Average,"['Irish', 'Bar', 'Pub']","129 Capel Street Dublin 1, Dublin D01 YN83 Ireland",53.3482748,-6.2688625,+353 1 872 7971,/Restaurant_Review-g186605-d716000-Reviews-Slattery_s_Bar-Dublin_County_Dublin.html
M&L Chinese Restaurant,413,377,4.0,Average,"['Chinese', 'Asian', 'Fusion']","13-14 Cathedral Street Dublin 1, Dublin Dublin 1 Ireland",53.3506474,-6.2595379,+353 1 874 8038,/Restaurant_Review-g186605-d3543446-Reviews-M_L_Chinese_Restaurant-Dublin_County_Dublin.html
Zizzi,415,289,4.0,Average,"['Italian', 'Pizza', 'European']","Gainsboro House 24 Suffolk Street, Dublin D02 KF65 Ireland",53.3434544,-6.2603559,+353 1 675 0841,/Restaurant_Review-g186605-d12270048-Reviews-Zizzi-Dublin_County_Dublin.html
Manifesto,416,435,4.0,Average,"['Italian', 'Pizza', 'Mediterranean']","208 Lower Rathmines Rd, Dublin Ireland",53.32385139464043,-6.265345862474758,+353 1 496 8096,/Restaurant_Review-g186605-d1069495-Reviews-Manifesto-Dublin_County_Dublin.html
Il Capo,417,86,4.5,Cheap,"['Quick Bites', 'Italian', 'Pizza']","62 Talbot Street, Dublin Ireland",53.35119316524831,-6.251792358914129,+353 1 819 4764,/Restaurant_Review-g186605-d9849783-Reviews-Il_Capo-Dublin_County_Dublin.html
HX46,418,129,4.5,Average,"['Cafe', 'Asian', 'Thai']","46 Harolds Cross Road, Dublin d6w Ireland",53.3275442,-6.2774009,+353 1 538 5000,/Restaurant_Review-g186605-d4758869-Reviews-HX46-Dublin_County_Dublin.html
Hard Rock Cafe,419,2365,4.0,Average,"['American', 'Bar', 'Vegetarian Friendly']","12 Fleet Street Temple Bar, Dublin D02 X028 Ireland",53.345781,-6.2607214,+353 1 671 7777,/Restaurant_Review-g186605-d1587892-Reviews-Hard_Rock_Cafe-Dublin_County_Dublin.html
"Roberta's Restaurant, Bar & Terrace",420,323,4.0,Average,"['Irish', 'Pizza', 'European']","Essex Street East Temple Bar, Dublin Ireland",53.3454274,-6.2649304,+353 1 616 9612,/Restaurant_Review-g186605-d12431733-Reviews-Roberta_s_Restaurant_Bar_Terrace-Dublin_County_Dublin.html
Ann's Bakery,421,338,4.0,Cheap,"['Irish', 'Cafe', 'European']","41 Mary Street Dublin 1, Dublin D01 AP11 Ireland",53.34902286742607,-6.265333314168911,+353 1 872 7759,/Restaurant_Review-g186605-d2287823-Reviews-Ann_s_Bakery-Dublin_County_Dublin.html
Bruxelles,422,951,4.0,Average,"['Irish', 'Bar', 'International']","7-8 Harry Street, Dublin Ireland",53.34134435,-6.260884666870568,+353 1 677 5362,/Restaurant_Review-g186605-d696365-Reviews-Bruxelles-Dublin_County_Dublin.html
Dublin Pizza Company,423,87,4.5,Cheap,"['Italian', 'Pizza', 'Fast food']","32 Aungier Street, Dublin Ireland",53.33907389971023,-6.265971953630947,+353 1 561 1714,/Restaurant_Review-g186605-d10712772-Reviews-Dublin_Pizza_Company-Dublin_County_Dublin.html
Smokin Bones Temple Bar,424,576,4.0,Average,"['American', 'Barbecue']","34 Dame Street Dublin 2, Dublin D02 FN20 Ireland",53.3442371905982,-6.26316786288795,+353 1 598 3941,/Restaurant_Review-g186605-d7337373-Reviews-Smokin_Bones_Temple_Bar-Dublin_County_Dublin.html
The Woollen Mills Eating House,425,1059,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","42 Lower Ormond Quay Dublin 1, Dublin D1 Ireland",53.3466252,-6.2634484,+353 1 828 0835,/Restaurant_Review-g186605-d6802849-Reviews-The_Woollen_Mills_Eating_House-Dublin_County_Dublin.html
Oliver Saint John Gogarty,426,1946,4.0,Average,"['Irish', 'Bar', 'European']","58-59 Fleet Street Temple Bar, Dublin Ireland",53.345580049999995,-6.261711686652182,+353 1 671 1822,/Restaurant_Review-g186605-d4236147-Reviews-Oliver_Saint_John_Gogarty-Dublin_County_Dublin.html
Hanley's Cornish Pasties,428,102,4.5,Cheap,"['Fast food', 'British']","2 Merchants Arch Dublin 2, Dublin Ireland",53.345582559726495,-6.262914137405034,+353 86 037 5614,/Restaurant_Review-g186605-d3635878-Reviews-Hanley_s_Cornish_Pasties-Dublin_County_Dublin.html
Flanagans Restaurant,429,1287,4.0,Average,"['Irish', 'European', 'Vegetarian Friendly']","61 O'Connell Street Upper Leinster, Dublin D01 Y274 Ireland",53.350314,-6.2609607,+353 1 873 1388,/Restaurant_Review-g186605-d1497240-Reviews-Flanagans_Restaurant-Dublin_County_Dublin.html
Lord Mayor's Lounge,430,169,4.5,Expensive,['Gluten Free Options'],"27 St. Stephen's Green The Shelbourne Dublin, Dublin 2 Ireland",53.3389725,-6.256013800000001,+353 1 663 4500,/Restaurant_Review-g186605-d3468860-Reviews-Lord_Mayor_s_Lounge-Dublin_County_Dublin.html
Luigi Malones,432,1072,4.0,Average,"['Italian', 'Bar', 'Pizza']","5 - 6 Cecilia Street Templebar, Dublin Dublin 2 Ireland",53.3450322,-6.2634505,+353 1 679 2723,/Restaurant_Review-g186605-d833426-Reviews-Luigi_Malones-Dublin_County_Dublin.html
O'donoghue's Bar,433,165,4.0,Average,"['Irish', 'Bar', 'Pub']","15 Suffolk Street, Dublin Ireland",53.34342475,-6.259695183236324,,/Restaurant_Review-g186605-d4344932-Reviews-O_donoghue_s_Bar-Dublin_County_Dublin.html
Ruby's Pizza & Grill Point Square,434,126,4.5,Average,"['Irish', 'Bar', 'Pizza']","Point Village 5 The Square, Dublin D04 N9X8 Ireland",53.348447,-6.227837999999999,+353 1 726 2007,/Restaurant_Review-g186605-d12952438-Reviews-Ruby_s_Pizza_Grill_Point_Square-Dublin_County_Dublin.html
Bad Ass Cafe,435,926,3.5,Average,"['Bar', 'European', 'Vegetarian Friendly']","9-11 Crown Alley, Temple Bar Temple Bar, Dublin Ireland",53.3453217,-6.2629298,+353 85 156 3503,/Restaurant_Review-g186605-d696176-Reviews-Bad_Ass_Cafe-Dublin_County_Dublin.html
The Marker Bar at The Marker Hotel,436,254,4.0,Average,"['Bar', 'European', 'Contemporary']","Grand Canal Square The Marker Hotel, Dublin Ireland",53.344429000000005,-6.23908,+353 1 687 5100,/Restaurant_Review-g186605-d4042947-Reviews-The_Marker_Bar_at_The_Marker_Hotel-Dublin_County_Dublin.html
Kostas Greek Restaurant,437,72,4.5,Average,"['Greek', 'Vegetarian Friendly', 'Vegan Options']","69 Dame Street, Dublin D2 Ireland",53.3442946,-6.265852799999999,+353 1 670 8242,/Restaurant_Review-g186605-d12564018-Reviews-Kostas_Greek_Restaurant-Dublin_County_Dublin.html
Elephant & Castle Temple Bar,438,3423,4.0,Average,"['American', 'Bar', 'Vegetarian Friendly']","18 Temple Bar, Dublin D02 HY86 Ireland",53.345689,-6.2622517,+353 1 533 7563,/Restaurant_Review-g186605-d696218-Reviews-Elephant_Castle_Temple_Bar-Dublin_County_Dublin.html
McGettigan's D9,439,178,4.5,Average,"['Irish', 'Bar', 'European']","Swords Road, Dublin D09 C623 Ireland",53.3517434846639,-6.24997743309211,+353 1 808 3770,/Restaurant_Review-g186605-d12909010-Reviews-McGettigan_s_D9-Dublin_County_Dublin.html
Dada,440,629,4.0,Average,"['African', 'Moroccan', 'Middle Eastern']","45 William St S, Dublin D02 WT04 Ireland",53.3412601,-6.2629657339588025,+353 1 617 0777,/Restaurant_Review-g186605-d1918581-Reviews-Dada-Dublin_County_Dublin.html
